quote_id,quote,character
165,"Speaker at the Sales Convention. Been there, done that. Went there again, did it again. Two years in a row. Consecutive. I just… I miss the feeling of knowing that you did a good job because someone gives you proof of it. Sir, you’re awesome! Here’s a plaque. What, a whole year has gone by and you need more proof? Here’s a certificate. They stopped making plaques that year.",Michael
166,Dwight is not going to do a job. It’s sad. And they’re expecting excellence because I did do such a good job. Two years in a row. I killed. It was amazing.,Michael
167,"Confidence, Dwight.",Michael
168,All right. You ready? Here we go! Wow. It’s a little bit bigger than I remember. Come on. We’re down here. Right.,Michael
169,"I’m very sorry. I did not know you were wearing a hearing aid and I just thought you were speaking abnormally. …And now the black guy from the ‘Police Academy’ movies. A robot. Michael Winslow, anyone?",Michael
170,"Dwight gave a great speech. That’s the word on the street anyway. And I entertained Dwight to no end with my bar stories. So, I captivated the guy who captivated a thousand guys. Can you believe that? A thousand guys?",Michael
171,"Ryan is a temp, and that means that he could go at any time. Am I worried about that? Try scared to death.",Michael
172,"Listen, I like kids. But this is not a kid’s environment. This is like HBO, no limits. Who knows what I’m going to say? Crazy stuff. And it is R rated, it is not rated G. I am like Eddie Murphy in “Raw,” and they are trying to make me into Eddie Murphy in “Daddy Daycare.” both great movies, but, still.",Michael
173,"It’s not that children make me uncomfortable, it’s just that, why be a dad when you can be a fun uncle? I’ve never heard of anyone rebelling against their fun uncle.",Michael
174,"Just compare last year’s order to this year’s. Uh-huh. Yeah, I’m looking at it right now. … Yes. We–yeah, they’re very–they’re different. Yeah, we can stick with last year’s, you’re just going to have to supplement it, somehow.",Michael
175,"Children cannot lie. They are innocent, and they speak the truth, and out of the mouths of babes, Michael Scott is freaking cool.",Michael
176,"Alright, nowwww… what kind… of pizza do you like?",Michael
177,"I don’t get why parents are always complaining about how tough it is to raise kids. You joke around with them, you give them pizza, you give them candy, you let them live their lives… They’re adults, for God’s sake.",Michael
178,"Yes, it is true. I, Michael Scott, am signing up with an online dating service. Thousands of people have done it, and I am going to do it. I need a username. And… I have a great one . Little kid lover. That way, people will know exactly where my priorities are at.",Michael
179,"Didn’t do background checks of the warehouse guys. Well, I’m sure it’ll be fine.",Michael
180,"Today is my B-day, and people around here just go crazy for it. I don’t know why. Oh! Fun fact. I share my birthday with Eva Longoria. So, I have a",Michael
181,"When I was seven, my mother hired a pony and a cart to come to my house for all the kids… and… I got a really bad rash from the pony, and all the kids got to ride the pony and I had to go inside, and my mother was rubbing cream on me… for probably three hours, and I never came outside. And by the time I got out the pony was already in the truck. And around the corner. So that was my worst birthday.",Michael
182,"When I was sixteen, I was supposed to go out on a date with a girl named Julie. But there was another Michael in the class that she apparently thought the date was with, so she went out with him, on my birthday. And, she got him a cake, at the restaurant. And it wasn’t even his birthday, but I heard about it the next day in school. So…",Michael
183,"Yeah, I’ve been pretty much skating my whole life. I thought about playing in the NHL, but, you’re on the road so much. You got no time to spend with your wife and kids. And I really want a wife and kids.",Michael
184,"Well, apparently in the medicine community, negative means good. Which makes absolutely no sense. In the real world community, that would… be… chaos.",Michael
185,"Two nights ago, I went to an Alicia Keys concert at the Montage Mountain Performing Arts Center. I scored these great aisle seats. Anyway, after the opening act this beautiful girl sits down next to me and I never get to meet girls with lip rings and she had one. I don’t know exactly how this happened but one of her friends started passing around some stuff and they said it was clove cigarettes, and I’m sure that it was clove cigarettes. Everybody in the aisle was doing it.",Michael
186,"I am ridiculously anti-drug. So anti-drug that I am above suspicion in any way that involves suspicion, or testing of any kind.",Michael
187,"Yes, thanks, Fantastic Sam’s. Adult Cut Plus. Comes with a shampoo and blow dry. We’re doing I.D. photos today. Gotta represent.",Michael
188,Ohh… God. Alright. Why do I have to do everything?,Michael
189,"OK, Ryan. You told Toby that Creed has a distinct old man smell?",Michael
190,"Cage matches? Yeah, they work. How could they not work? If they didn’t work, everybody would still be in the cage.",Michael
191,"Okay, so Dwight, in your own words – “Someone replaced all my pens and pencils with crayons. I suspect Jim Halpert.” “Everyone has called me ‘Dwayne’ all day. I think Jim Halpert paid them to.”",Michael
192,"“This morning, I found a bloody glove in my desk drawer and Jim Halpert tried to convince me I committed murder. I think he may be the real murderer.” “Jim Halpert said there was an abandoned infant in the woman’s room. When I went to save the child, I saw Meredith on the can.” Gah. “This morning, I knocked myself in the head with the phone.”",Michael
193,"“Every time I typed my name, it said ‘Diapers’.”",Michael
194,"“By the end of the day, my desk was about two feet closer to the copier.”",Michael
195,"The Japanese have this thing called shiatsu massage, where they dig into your body, very hard. And it is very painful. And apparently, some people throw up. But the next day they feel great. I’ve never had one. They sound awful.",Michael
196,It was really hard getting a good picture of fifteen people. He would not give me a good discount. And eight tries added up.,Michael
197,"One, two.. Didn’t say three, did I?",Michael
198,"But, I’m sort of an expert at Photoshop, so it turned out fine in the end. When people work together, there is going to be conflict. You can’t outrun your problems.",Michael
199,And that is why the idea of a cage match is so universally appealing. But here’s the thing about cage matches: sometimes you have to open the cage. And that is something Toby will never understand.,Michael
200,"Jan and I understand each other. The romance thing is sort of on hold for the time being, but we’ve remained good friends. Good friends with privileges. Not now, some day.",Michael
201,"There are certain topics that are off-limits to comedians, JFK, AIDS, the Holocaust. The Lincoln Assassination just recently became funny. “I need to see this play like I need a hole in the head.” And I hope to someday live in a world where a person could tell a hilarious AIDS joke. It’s one of my dreams.",Michael
202,Give me some.,Michael
203,"Bluffing is a key part of poker, which is too bad, because I’m not very good at bluffing. Did you believe me?",Michael
204,"Love triangle. Drama. All worked out in the end, though. The hero got the girl. Who saw that coming? I did. And Jan was really happy for me. So actually the hero got two girls. He got the girl that he works with and he got the girl that he buys real estate from. So, I’ve got my New York girl and my local flavor. Life is good.",Michael
205,"Our numbers are down, yes, but we have a heck of a crew here in Scranton. Hardworking, motivated, dynamic. Every single last one of them. They follow my lead. I sort of set the tone. And it doesn’t hurt that my ex works for corporate. Jan loves this branch, and I think that’s really more than half the battle.",Michael
206,I would have never called him that if I knew. You don’t… You don’t call retarded people “retards”. It’s bad taste. You call your friends “retards” when they’re acting retarded. And I consider Oscar a friend.,Michael
207,"The company has made it my responsibility today to put an end to 100,000 years of being weirded out by gays.",Michael
208,"Nothing wrong with this stuff. At all. This is fine. You know what. Gay porn, straight porn, it’s all goooooood! I don’t particularly get into this. But uh, you know what. I totally see the merit! And actually… it is quite beautiful.",Michael
209,"All right, everybody in the conference room! I don’t care if you are gay, or straight, or a lesbian, or overweight! JUST GET IN HERE! RIGHT NOW!",Michael
210,"Did you know that gay used to mean happy? When I was growing up it meant lame. And now it means a man, who makes love… to other men.",Michael
211,"We are not in the playground anymore. There are new rules. We have to be mature. But we can’t lose the spirit of child like wonder. What is love… anyway? Maybe it’s supposed to break all the rules. Like me and Jan. Or Oscar… and some guy. Life is short. When two people find each other, what should stand in their way?",Michael
212,"I am glad that today spurred social change. That’s part of my job as regional manager. But you know what? Even if it didn’t, at least we put this matter to bed. …that’s what she said. Or he said.",Michael
213,"Oh, there’s Gill. Oscar’s roommate. I wonder if he knows?",Michael
214,"Yes, I have to begin every day by letting Jan know what I intend to accomplish, and then I have to call her at the end of the day to tell her what I",Michael
215,"Guess where I am going. I will give you a hint. It is a booze-fueled sex romp, where anything goes. You are correct, sir! I am headed to Philadelphia for the Annual Northeastern Mid-Market Office Supply Convention. And Jim Halpert is going to be coming, which will be fun. Poor little guy. He’s been stuck working under Josh, the poor man’s Michael Scott, as he is known around my condo.",Michael
216,"I was shocked when he told me he was transferring to Stamford. It’s like the firemen. You don’t leave your brothers behind, even if you find out that there is a better fire in Connecticut.",Michael
217,SWAG! Stuff we all get. I basically decorated my condo for free with all of my SWAG.,Michael
218,"Some people need dozens of friends to say, “Hey, look at me, I’m popular.” But not me. I’m very picky. I need three, maybe two. When you meet that someone special, you’ll just know. Because a real relationship, it… it can’t be forced. It should just come about effortlessly.",Michael
219,"Today I’m headed to Philadelphia for the annual Northeastern Office Supply Convention. Wooo-yaaaaah! Oh, these things tend to be kind of crazy.",Michael
220,"A couple of years ago, I went to one in Hartford. “Connecticut.” And Todd Packer and I went to this bar and met a girl. And Packer decides to make out with her. Turns out that her boyfriend is the bouncer at the bar. I love this. The bouncer chases us out to Packer’s Vette, jump in the Vette, he",Michael
221,"Josh reminds me of a guy I went to high school with. Big football star, girls loved him. Whatever. Guess what he’s doing now. He’s a TV announcer for the Eagles. Up in the… He doesn’t even get to play in the game, I mean.",Michael
222,Movie Monday! The only cure I know for the Monday blues is… Varsity Blues!,Michael
223,Entourage!,Michael
224,Hi Jan! Hope you brought the Milk Duds!,Michael
225,What was Dwight thinking? That he could turn Jan against me? She’s my ex-lover! …ish.,Michael
226,"Business is like a jungle. And I… am like a tiger. And Dwight, is like a monkey, that stabs the tiger in the back with a stick. Does the tiger fire the monkey? Does the tiger transfer the monkey to another branch? Pun. There is no way of knowing what goes on inside the tiger’s head. We don’t have the technology.",Michael
227,"Dwight, can I talk to you for a second?",Michael
228,"Hug it out, bitch. That is what men say to each other, after a fight. They hug it out, and doing so, the just… let it go. And walk away. And they’re done. Not a good idea to say that to a woman however. I have found. It doesn’t translate.",Michael
229,"Yep. Yeah, we hugged it out. But, it turns out, I was still a little angry. So, I felt I needed to punish him, just a little bit more, and I’m making him do my laundry for a year.",Michael
230,I am like Bette Midler in For the Boys. Gotta keep the troops entertained.,Michael
231,"That is just not the way a Dunder Mifflin manager should go, I’m sorry. Alone, out of the blue, and not even have his own head to comfort him.",Michael
232,"There are five stages to grief, which are denial, anger, bargaining, depression, and acceptance. And right now, out there, they’re all denying the fact that they’re sad. And that’s hard. And it’s making them all angry. And it is my job to try to get them all the way through to acceptance. And if not acceptance, then just depression. If I can get them depressed, then I’ll have done my job.",Michael
233,"Society teaches us that having feelings and crying is bad and wrong. Well, that’s baloney, because grief isn’t wrong. There is such a thing as good grief. Just ask Charlie Brown.",Michael
234,"Ed Truck died. And it blows. They say that with grief, time makes it worse, which is bad for me because I found out before anybody so I’ve had more time to be sad.",Michael
235,"I don’t think I’m overstating it when I say that Toby is a plague on this company. And he is worthless. You give people a chance to shine and they blow it, just like you knew they would. Grief counseling is not about, “Are you hungry? Would you like a sandwich?” These people are so far gone, you have to stick a food tube down their throats.",Michael
236,"I found an exercise in Toby’s binder that he managed to miss, that involves screening the part of you that says, “I don’t wanna do that. I don’t wanna talk about that. That is too private.” Here’s how it works. I’m going to throw you this ball.",Michael
237,...,Michael
238,"Never ever, ever sleep with your boss. I am so lucky that Jan and I only got to second base.",Michael
239,"Hey Koselli, the Kos. Cosby. Hey hey hey. I love Jello Pudding Pops. My son, Theo, loves Jello Pudding Pops too.",Michael
240,"Productivity is important but how can I be productive if I have this one little thing in my brain? That I cannot get out. And that one little thing is a soft pretzel. So I’m just going to have my soft pretzel, then I’ll get to work, and I’ll be super productive. Look out for me.",Michael
241,"Oh, shhh… Come on.",Michael
242,"Tonight, one of our most ethnic co-workers, Kelly, has invited us all to a Diwali celebration put on by her community. What is Diwali, you may ask? Well, to have Kelly explain it it’s ada blah blah blah, it’s so super fun and it’s going to be great. Lot of gods with unpronounceable names. Twenty minutes later you find out that is essentially a Hindu Halloween.",Michael
243,"I love the people here. And if there was one thing I di… don’t really care for is that they can be terribly, terribly ignorant about other cultures. And I don’t want them embarrassing me in front of my girlfriend, Carol.",Michael
244,My Indian Culture Seminar was going great until Toby decided that he was too immature to deal with culturally explicit images. It’s just sex. People… everybody does it. I’m doing it… with Carol! Probably tonight.,Michael
245,"All they are is chocolate, graham cracker, and marshmallow. How difficult would that have been?",Michael
246,"I had promised Carol a romantic evening on the town. Um, I wanted to take her on this spooky hay ride thing, but it was like seventy dollars a person, and she’s allergic to hay. So I said, “Pop a Claritin, and I will spot you the seventy bucks,” and she’s like “I don’t like to borrow money or take unnecessary medication.” And I’m like, “Well you’re really not gonna like what I slipped in your drink last night.” And she’s like, “What the hell are you talking about?” And I’m like, “I’m kidding. I didn’t put a roof…” … We laughed so hard… It was hilarious… oh… So yes, I’m very excited about the Diwali party.",Michael
247,"It is an outrage, that’s all. It’s… hey’re making a huge, huge mistake. Let’s see Josh replace these people. Let’s see Josh find another Stanley. You think Stanleys grow on trees? Well they don’t. There is no Stanley tree. Do you think the world is crawling with Phyllises? Show me that farm. With Phyllises and Kevins sprouting up all over the place. Ripe for the plucking. Show me that farm.",Michael
248,Pictures. Memories. Look at that. They grow up so fast.,Michael
249,This is my house. The CFO is taking away my house and giving it to Josh. And Josh is giving the garage to Bob Vance.,Michael
250,"Okay, this is it. This is exactly what Michael Moore does, famous documentarian. He goes up to people with a camera and he’s like “Why did you do this? Why did you pollute? You are bad. You’re a bad person.” It’s very dramatic. Although, I can’t say I was a big fan of ‘Bowling for Columbine’, because I thought it was going to be a bowling movie, like ‘Kingpin’. And it wasn’t. It was something else.",Michael
251,"My branch is absorbing the Stamford branch. Or, as I like to put it, my family is doubling in size. That’s all I’m going to say about it because I have a gigantic performance ahead of me. And I have to get into my head and focus.",Michael
252,"You know for a lot of these people this is the only family they have. So… As far as I’m concerned, this says ‘World’s Best Dad’.",Michael
253,You know who I really like? Is this guy Andy Bernard. He has got this very likable way about him.,Michael
254,"Okay. Everybody settled in? Good. Why don’t we all proceed in to the conference room? Or, should I say, the banquet hall. For… drum roll, please , the official Merger Day All-Family Welcome Breakfast. Come on in!",Michael
255,I am so scared… when people don’t label their personal food.,Michael
256,People hate people that are different from them. That’s natural. But you know what makes people forget their differences? A great show. That is why I created the ‘Integration Celebration’. This is the moment when Scranton and Stamford come together as one. United in applause.,Michael
257,"The word merger comes from the word marriage. And that was what today was supposed to be. The loving union between people. Instead, it has become like when my Mom moved in with Jeff. And once again, it becomes my job to fix it.",Michael
258,"Hey, girls. What’s happening? Startinng to blend? Well, before long, you guys keep hanging out, you guys you are gonna share the same menstrual cycle.",Michael
259,"Can’t we all get along? No, we can’t. But here’s the thing: yes, we can. Well, why not? Because of differeneces. Well, can we overcome these differences? No. Can we find each other and connect with each other in spite of these differences? No, we can’t. But, we have to try and that is why I created the Integration Celebration.",Michael
260,Why did the convict have to be a black guy? It is such a stereotype. I just wish that Josh had made a more progressive choice. Like a white guy… who went to prison for… polluting a black guy’s lake.,Michael
261,"Close your eyes. Picture a convict. What’s he wearing? Nothing special, baseball cap on backwards, baggy pants… he says something ordinary like… ‘yo, thats shizzle.’ Okay. Now slowly open your eyes again. Who are you picturing? A black man? Wrong. That was a white woman. Surprised? Well, shame on you.",Michael
262,This place is not prison. It’s… way better than prison.,Michael
263,"Okay! Listen up everybody! Um, you guys said that prison was better than this place, and I heard ya, loud and clear, so, I am instituting some changes to make this more like prison. We are going to start with an hour of outdoor time. So let’s go!",Michael
264,These people don’t realize how lucky they are. This office is the American Dream. And they would rather be in the hole.,Michael
265,"Martin went from being a new guy from Stamford… to a convict, to… my friend. Back to a convict. Then to… a kind of a nuisance, actually, to be completely honest. And finally, to… a quitter. And I will not miss him. And that is not because he is black.",Michael
266,"This is going to be the best Christmas ever. My girlfriend Carol is coming to our party tonight, and I have a little surprise for her. I’ve got two tickets to paradise! Pack your bags, we’re leaving the day-after-tomorrow! Um, taking her to Sandals, Jamaica, all-inclusive. All-inclusive. You know what that means? Right? Yeah.",Michael
267,"This is an old adage, but they say when you find true love, you know within the first 24 hours. With Carol, I knew within the first 24 minutes of the second day I met her.",Michael
268,Bros before hos. Why? Because your bros are always there for you. They have got your back after your ho rips your heart out for no good reason. And you were nothing but great to your ho and you told her she was the only ho for you. And that she was better than all the other hos in the world. And then … and then suddenly she’s not yo’ ho no mo’.,Michael
269,I honestly don’t see what the big deal is. Stevie Wonder is married. Are you going to tell me that Stevie Wonder doesn’t love his wife just because he’s not sure what she looks like?,Michael
270,"I totally rebounded. Someone else shoots and I take the ball and I score. Well, I guess I didn’t score and I’m not sure who’s actually shooting, but, whatever. Doesn’t matter. It’s all good. Or as my ex might say. Domo arigato, Mr. Scott-o.",Michael
271,"Yes, I just wanted to see if, uh you would like to come to Jamaica with me. There’s this resort called Sandals. Really? OK. All right. I promise you won’t be disappointed. Umm, It’s all-inclusive…",Michael
272,"William Randolph Shakespeare once wrote in one of his plays, and I’m paraphrasing here, “Love doth be poison.” Brilliant. And a lot of people don’t give Shakespeare enough credit. They think it was somebody else. A-holes.",Michael
273,"No, I don’t think I’m asking too much. I think it’s only fair that you tell me exactly what I did wrong. Okay. Uh huh. Well that… yeah. Uh huh. All right. Well, could you tell me something that I did",Michael
274,"Inventory is boring. In the islands, they don’t make you do stuff like take inventory. Why do you think so many businesses move to the Caymans?",Michael
275,"How hard is a luau? All you need are some grass skirts, pineapple, poi, tiki torches, suckling pig, some fire dancers. That’s all you need.",Michael
276,"Jan told me to play it cool and not tell anybody because it can get us both in trouble. So officially, I did not see her. But I did see Jan there. In our room. At night. And in the morning. That’s all I’m gonna say. Sex. We had sex. I had sex with her. I had sex with Jan.",Michael
277,"I just had the best, most romantic week of my life in Sandals, Jamaica. Went with a lady, and we laid on the beach and drank fruity drinks for free, because it was all-inclusive. And then I flew back to Scranton, and then they lost one of my bags.",Michael
278,"Hey, Mister tally man, tally me banana, six hand, seven hand, eight hand, BRUNCH! So delicious. Dinner, too. And every morning I would watch the sunrise and I would eat a mango. That is how I want to feel all the time. It’s called island living. You know, how they say take a chill pill? In Jamaica, I took one. Guy on the beach sold it to me for $40. And after I finished vomiting, I was more relaxed than I ever have been. Lost six pounds, too. That’s how I want every day to be.",Michael
279,"I just got back from vacay. Come on. Give me a break, man. Waves over Jamaica, $6.99.",Michael
280,"I would love to take them all to Jamaica, but is that good management? Yes. But is it the best management? Well, I can’t afford it, and corporate won’t pay for it. So who’s the real criminal?",Michael
281,"Don’t you have some sort of chaser or gobbler thing that you can send out that’s able to eat up that other emails? I read about something like that. Well, I am in America and I am online, so I do think it involves you. Uh-huh. And if I were a subscriber, would then you be able to send out the gobbler? I’d… Yes, I will hold.",Michael
282,Here we go.,Michael
283,"Dwight betrayed me once before. So this is his strike two. You know what they say? Fool me once, strike one. But fool me twice, strike three.",Michael
284,Who’s that sportscaster that bit that lady? Marv something? Andy is like Marv Something. Great sportscaster. Big weirdo creep.,Michael
285,It takes a big man to admit his mistake and that’s what I did. The important thing is I learned something. I don’t want somebody sucking up to me because they think I’m going to help their career. I want them sucking up to me because they genuinely love me. Hmm.,Michael
286,"Yesterday I was scraping some gunk off my wall sockets with a metal fork and I gave myself the nastiest shock. And when I came to, I had an epiphery. Life is precious. And if I die I want my son to know the dealio. The dealio of life.",Michael
287,Here are some things that I want to teach you that your mother won’t be able to.,Michael
288,"Hello everyone! As you know, we are six days away from Phyllis’ wedding. So get your suits to the dry cleaner and get your hair did. And Karen, um, you might want to invest in a dress or a skirt of some kind if you don’t already have one. This may be Phyllis’ only wedding ever. It is my job to ensure that none of you look like ragamuffins. So I am instituting prima nocta.",Michael
289,I’m sorry. I had a very different understanding as to what prima nocta meant.,Michael
290,"I’m trying to get everyone excited about Phyllis’ wedding because I want her to get people excited about my wedding when the time comes. Which won’t be hard, because it’s going to be awesome. A lot better than hers, that’s for sure. It’ll probably be on a boat.",Michael
291,"So you know who turned out to be kind of a creep? Ben Franklin. And Elizabeth the stripper gave me great advice. Which rhymed. Really makes you wonder how Ben Franklin can become president, but someone like Elizabeth can’t.",Michael
292,"Phyllis is getting married. And I am in the wedding party. She has asked me to push her father’s wheelchair down the aisle. So, basically, I am co-giving away the bride. Since I pay her salary it is like I’m paying for the wedding. Which I’m happy to do. It’s a big day for Phyllis. But it’s an even bigger day for me. Employer of the bride.",Michael
293,"This strappy young lad sitting here is Phyllis’ father, Albert, and he is quite the ladies’ man, aren’t you Albert, hah? Ah, ringbearer. I could have done better. I will do better. I am going to be better. I can’t believe I’m actually doing this! Ooh! Are you ready for this, Albert? I am. Let’s do it.",Michael
294,Me walking Phyllis down the aisle was supposed to be the highlight of the wedding. And now… the wedding has no highlight.,Michael
295,"I can’t believe I pushed that… that guy’s lazy ass around all day… until he was ready to stand up and steal the show. That’s… well… I got news for you, Albert. If that’s your real name. The show’s not over.",Michael
296,I do. I know a fair amount about fine food… and drink. This is a white.,Michael
297,"The most important part of a speech is the opening line. When time is not a factor, I like to try out three or four different ones.",Michael
298,ee… I was meant for you… buppity du bom bu.,Michael
299,They say that your wedding day goes by in such a flash that your lucky if you even get a piece of your own cake. I say that’s crazy. I say let them eat cake. Margaret Thatcher said that about marriage. Smart broad.,Michael
300,Be careful. Oh no!! Oh wow! Phyllis! Phyllis! You look like a clown! Here. Get me! Get me!,Michael
301,"A boss is like a teacher. And I am like the cool teacher. Like Mr. Handell. Mr. Handell would hang out with us, and he would tell us awesome jokes. And he actually hooked up with one of the students. Um… and then like twelve other kids came forward. It was in all the papers. … Really ruined eighth grade for us.",Michael
302,"So, you wanna start a business. How do you start? What do you need? Well, first of all, you need a building. And secondly, you need supply. You need something to sell. Now this could be anything. It could be… a… thingamajig. Or a… a whosi-whatsi. Or… a Whatchamacallit . Now, you need to sell those in order to have a PayDay . And, if you sell enough of them, you will make a 100 Grand . Satisfied?",Michael
303,"It is… a message. It is an inspiration, it is… a source of beauty. And without paper, it could not have happened. Unless, you had a camera.",Michael
304,"Well ultimately I went into business to inspire people. They say those who can’t do, teach. I can do both. I teach doing.",Michael
305,"I have a lot of big ideas, and the trick is to get it out of my brain and into theirs, in a way that is easy to swallow. Simple… Kids love candy bars.",Michael
306,"Lets try a little… Little social experiment here. Raise your hands if you like to buy things. OK, I see some people who like to buy things. You’re it, you are the reason this world rolls along, give yourselves a round of applause. Say, say you want to start a business, and business is all about buying and selling, is it not? So say you want to sell lemonade, or stickers. Something you have to keep in mind, you must, and you might want to jot this down, you must sell the stickers for more than you bought the stickers for.",Michael
307,"A lot of people think that magic camp is just for kids. And that’s why so many other people in my class were kids. Self fulfilling prophecy. It’s um, it’s really for anybody with a dream and a belief in magic and a little extra time after school.",Michael
308,"I cannot tell you how I plan to escape. Other than by using magic. That is the magician’s code. Separately, on an unrelated note, if you happen to find a small brass key…",Michael
309,"“Michael, you go to parties all the time, why is tonight so special?” Well, tonight is so special because my boss’s boss’s boss, the CFO, not his initials, common mistake, is having a little shindig for all the managers in the company. And Jan and I are going as a couple. For the first time. So it’s kind of our coming out party. Really. And that is why tonight is so special.",Michael
310,Hi.,Michael
311,"Actually, it’s polite to arrive early. And smart. Only really good friends show up early. Ergo de facto. Go to a party really early. Become a really good friend.",Michael
312,"It’s been sitting in my car all day. Sun beating down on the mayonnaise. Just, you never know.",Michael
313,Rachel thinks that I brought homemade potato salad and I just picked it up at the supermarket. It’s funny. I wish I could make potato salad that good. It’s just potatoes and mayonnaise. There is something wrong with Jan.,Michael
314,"What a weird day. I don’t understand it, but you don’t get to understand everyday of your life. Maybe five, ten days a year, I’ll get home and I will have no idea what the hell just happened. Guess everybody has days like that. Sometimes they’re the nicest ones. Still, I think there might be something wrong with Jan.",Michael
315,"Wikipedia… is the best thing ever. Anyone in the world can write anything they want about any subject, so you know you are getting the best possible information.",Michael
316,Tactic number six. Change the location of the meeting at the last second. Totally throws ’em off.,Michael
317,"Number 14, declining to speak first. Makes them feel uncomfortable, puts you in control.",Michael
318,"There were these huge bins of clothes, and everybody was rifling through them like crazy, and I grabbed one. And it fit! So I don’t think that this is totally just a woman’s suit. At the very least it’s bisexual.",Michael
319,"Negotiations are all about controlling things. About being in the driver’s seat. And make one tiny mistake, you’re dead. I made one tiny mistake. I wore woman’s clothes.",Michael
320,"A boss’s salary isn’t just about money, it is about perks. It… for example, every year I get a $100 gas card… Can’t put a price tag on that.",Michael
321,"Look, I am not a gazillionaire. I can’t… I can’t dress like Donald Trump dresses. I have to stay within the parameters of my budget. I can’t shop at a fancy Norwegian boutique. I buy my suits the old fashioned way. I buy them from discount stores… or on eBay. And when I found out that Ross was having a midnight madness sale, I ran, not walked, as per the instructions on the flier. And I got there, and when the doors opened, all of these women ran to this one bin. And I did too. And I grabbed this suit. And a woman, sort of a, I don’t know, Missy Elliot type, grabbed the jacket. And, uh, we had kind of a heated tug of war. And I could tell by the way she was screaming that this must be a get. And I figured she was just buying it for her husband, to answer your question from before. Um, anyway, she s… socked me, in the eye. And she got it, she got the suit. But, I went to the Ross, in Trenton New Jersey, and I found the exact same suit. And I didn’t have to deal with Missy Elliot.",Michael
322,"Today is Safety Training Day. Toby is leading ours upstairs. Yeauck. But, I am giving everyone a little bit of a treat. We are going to listen in on Darryl’s presentation to the warehouse. And if I know Darryl, it gonna be zoppity.",Michael
323,"“Hey Darryl, how’s it hangin’?!”",Michael
324,"Darryl thinks he is such a man because he works in a warehouse. I worked in a warehouse. Men’s Warehouse. I was a greeter. I’d like to see Darryl greet people. Probably make ’em feel like wimps. Not me, I… “Hello, I’m Michael. Welcome to Men’s Warehouse. We have a special on khaki pants today.” … This is one example.",Michael
325,"You may be asking yourself, “What am I doing on a trampoline?” Well, I thought I’d bounce here for a while, relieve some stress, and then move on with my day. Not! Here’s the plan. Dwight, is going to gather all of the office workers and all of the warehouse guys, we’re going to have another safety seminar. Only this time, where’s Michael? Oh my God! He is on the roof! Now I have got their attention. I… tell them, about the cold hard facts of depression. And then I say, “Hey! You ever seen a suicide?” And I jump. And they freak out. And they get to see… the dangers of depression with their own eyes. Nice side note: They might think “Hey, I should have been nicer to Michael.” But that’s… not why I’m doing this… Then, I land on the trampoline, take a couple extra bounces for fun. I climb off, walk around the corner… Ta-freakin’-da!",Michael
326,"An office… is as safe as the people in it. And sometimes those people can drive you to do crazy things to show the dangers of the office. That’s the danger I found myself in today. I saved a life. My own. Am I a hero? I really can’t say. But, yes.",Michael
327,"You know what’s funny? Robin Williams. When a cat gets stuck in a washing machine. City Slickers. Talking like Borat. You know what’s not funny? Safety, or making fun of the person trying to talk about safety. Not nice. I must show people how dangerous office can be. High five… Now that’s funny.",Michael
328,How do you make depression sexy? How do you… How do you get people interested in depression? That is the conon… the conun… the conumbery,Michael
329,"Those warehouse guys, think that we are all flabby, middle management, nerf balls. Well I’m going to show them that we have nerfs of steel.",Michael
330,"Coal miners, crab fishermen, Dog the bounty hunter, all dangerous jobs. But also upper middle management. Wow! I could have fallen off a roof today… And you don’t worry about falling off a roof when you work on a crab boat… And there are no roofs in coal mines.",Michael
331,"We have a crisis. Apparently, a disgruntled employee at the paper mill decided that it would be funny to put an obscene watermark on our 24 pound cream butter stock. Five hundred boxes has gone out, with the image of a beloved cartoon duck, performing… unspeakable acts upon a certain cartoon mouse that a lot of people like. I’ve never been a fan.",Michael
332,"Here’s the thing. When a company screws up, best thing to do is call a press conference. Alert the media, and then you control the story. Wait for them to find out, and the story controls you. That’s what happened to O.J.",Michael
333,"Mrs. Allen is our most important client… because every client is our most important client. Even though she’s a pretty unimportant client, really.",Michael
334,"OK, I think that’s good.",Michael
335,"The key to a crisis is dealing with it right away. Like that aspirin company that sent out the poisoned aspirin in the regular aspirin bottles. If you don’t act fast, you will lose customers.",Michael
336,"With dissatisfied clients, it doesn’t matter what you did. All they wanna hear is that you’re sorry. They’re like women that way. And this client is a woman. So when I say I’m sorry, it will be twice as effective.",Michael
337,The customer is always right. Mrs. Allen was our customer. She was wrong. Is that a contradiction? No. Because she’s not our customer anymore.,Michael
338,"Hey, Mom. Happy birthday, belatedly. Sorry I forgot. I had put it on my calendar and Pam threw that out.",Michael
339,"And without denying the seriousness of the situation, I would just like to remind you that in much of the Netherlands, swimming naked is the norm. So in Norway, you’d be the weirdos.",Michael
340,"I have literally apologized an infinite number of times on this, and there are still calls for me to resign. Calls from an annoying woman, and possibly even the media alike. Well let me tell you something, something from the heart. I will not resign. I need this job. My mortgage is hundreds of dollars a month. With this job, I can barely cover that. I have a company car, but I still have to pay for gas, and gas prices are high. And I have no savings whatsoever. And it wasn’t even me. It’s so not fair that they want me to resign.",Michael
